id,line,section,subsection,todo_checked,priority,task,repo_status,owner,evidence_paths,audit_note,pr_bucket,rank_score
TODO-110,215,"5. POPIA, Privacy, and Learner Data Protection",5.4 Audit integrity,x,critical,Confirm sensitive events write to append-only PostgreSQL audit repository.,Done,compliance/backend,.env.example; alembic.ini; CHANGELOG.md; CONTRIBUTING.md; docker-compose.prod.yml; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md,TODO checked and supporting evidence found.,none,120
TODO-111,216,"5. POPIA, Privacy, and Learner Data Protection",5.4 Audit integrity,,critical,"Add audit events for login success/failure, token refresh, logout, consent changes, learner profile changes, diagnostic lifecycle, lesson generation, LLM calls, parent report generation, data export, erasure request, admin access, and billing changes.",Partial,compliance/backend,app/services/fourth_estate.py; app/services/audit_service.py; app/repositories/audit_repository.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-004 POPIA consent/data-rights/audit,160
TODO-112,217,"5. POPIA, Privacy, and Learner Data Protection",5.4 Audit integrity,,high,"Add tamper-evident audit chain using event hash, previous event hash, and HMAC/signature.",Partial,compliance/backend,app/repositories/audit_repository.py; alembic/versions/0006_v2_audit_events.py,"Related file(s) exist, but requested capability was not evident/complete.",PR-004 POPIA consent/data-rights/audit,120
TODO-113,218,"5. POPIA, Privacy, and Learner Data Protection",5.4 Audit integrity,,high,Add immutable retention rules for audit records.,Partial,compliance/backend,docs/POPIA_COMPLIANCE.md,"Related file(s) exist, but requested capability was not evident/complete.",PR-004 POPIA consent/data-rights/audit,120
TODO-114,219,"5. POPIA, Privacy, and Learner Data Protection",5.4 Audit integrity,,medium,Build internal audit dashboard.,Partial,frontend,app/api_v2_routers/audit.py; app/frontend/src,Repo contains related evidence; completion needs targeted validation/tests.,PR-004 POPIA consent/data-rights/audit,90
TODO-115,220,"5. POPIA, Privacy, and Learner Data Protection",5.4 Audit integrity,,medium,Add automated audit completeness tests.,Partial,compliance/backend,tests/unit/test_audit_repository.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-004 POPIA consent/data-rights/audit,90
TODO-116,228,"6. AI, LLM Safety, and Lesson Generation",6.1 LLM gateway,x,critical,"Define LLM gateway interface: provider, model/version, prompt template version, input schema, output schema, latency, token usage, safety status, and fallback status.",Done,ai/curriculum/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; docker-compose.prod.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml,TODO checked and supporting evidence found.,none,100
TODO-117,229,"6. AI, LLM Safety, and Lesson Generation",6.1 LLM gateway,,critical,Add structured output validation for AI-generated lessons.,Partial,ai/curriculum/backend,app/modules/lessons/llm_gateway.py; app/services/lesson_service_v2.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,130
TODO-118,230,"6. AI, LLM Safety, and Lesson Generation",6.1 LLM gateway,,critical,"Reject output that fails schema, CAPS alignment, age-appropriateness, PII safety, or answer-key validation.",Partial,ai/curriculum/backend,app/modules/lessons/llm_gateway.py; app/services/lesson_service_v2.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,130
TODO-119,231,"6. AI, LLM Safety, and Lesson Generation",6.1 LLM gateway,,critical,Ensure no raw learner PII is sent to LLM providers.,Partial,ai/curriculum/backend,app/modules/lessons/llm_gateway.py; app/services/lesson_service_v2.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,130
TODO-120,232,"6. AI, LLM Safety, and Lesson Generation",6.1 LLM gateway,,high,"Add provider fallback, timeout, retry, circuit breaker, and budget guardrails.",Partial,ai/curriculum/backend,app/modules/lessons/llm_gateway.py; app/services/lesson_service_v2.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,100
TODO-121,233,"6. AI, LLM Safety, and Lesson Generation",6.1 LLM gateway,,high,Log LLM metadata without logging sensitive prompt content.,Partial,ai/curriculum/backend,app/modules/lessons/llm_gateway.py; app/services/lesson_service_v2.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,100
TODO-122,234,"6. AI, LLM Safety, and Lesson Generation",6.1 LLM gateway,,medium,Add prompt-template version control and deterministic mock provider for tests.,Partial,ai/curriculum/backend,app/modules/lessons/llm_gateway.py; app/services/lesson_service_v2.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,70
TODO-123,235,"6. AI, LLM Safety, and Lesson Generation",6.1 LLM gateway,,medium,Add golden prompt tests for every supported grade/subject/topic.,Partial,ai/curriculum/backend,app/modules/lessons/llm_gateway.py; app/services/lesson_service_v2.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,70
TODO-124,239,"6. AI, LLM Safety, and Lesson Generation",6.2 Content quality and hallucination control,,critical,"Define lesson output contract: topic, grade, subject, CAPS reference, objectives, explanation, worked examples, practice questions, answer key, remediation hints, difficulty, language level, and safety classification.",Partial,ai/curriculum/backend,app/domain/schemas.py; app/domain/api_v2_models.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,130
TODO-125,240,"6. AI, LLM Safety, and Lesson Generation",6.2 Content quality and hallucination control,,critical,Require generated answer keys to be independently checked.,Partial,ai/curriculum/backend,app/services/caps_validator.py; app/modules/lessons,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,130
TODO-126,241,"6. AI, LLM Safety, and Lesson Generation",6.2 Content quality and hallucination control,,high,"Add validators for arithmetic correctness, answer-key consistency, grade-level readability, missing explanations, unsafe content, and PII leakage.",Partial,ai/curriculum/backend,app/services/caps_validator.py; tests,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,100
TODO-127,242,"6. AI, LLM Safety, and Lesson Generation",6.2 Content quality and hallucination control,,high,Add human review queue for low-confidence or high-impact content.,Partial,ai/curriculum/backend,app/api_v2_routers; app/frontend/src,"Related file(s) exist, but requested capability was not evident/complete.",PR-006 AI/CAPS/diagnostics safety,100
TODO-128,243,"6. AI, LLM Safety, and Lesson Generation",6.2 Content quality and hallucination control,,high,"Build content quality score: correctness, CAPS alignment, clarity, readability, pedagogical completeness, inclusiveness, and safety.",Partial,ai/curriculum/backend,app/services/caps_validator.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,100
TODO-129,244,"6. AI, LLM Safety, and Lesson Generation",6.2 Content quality and hallucination control,,medium,Create lesson regression suite so accepted lessons do not degrade after prompt/model changes.,Partial,ai/curriculum/backend,tests,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,70
TODO-130,245,"6. AI, LLM Safety, and Lesson Generation",6.2 Content quality and hallucination control,,medium,"Add model comparison harness for cost, latency, correctness, stability, language quality, and hallucination rate.",Partial,ai/curriculum/backend,scripts/evaluate_pedagogy.py; docs/LLM_Test_Gating.md,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,70
TODO-131,249,"6. AI, LLM Safety, and Lesson Generation",6.3 CAPS alignment,,critical,"Create canonical CAPS topic map: phase, grade, subject, term, topic, subtopic, prerequisites, assessment standards.",Partial,ai/curriculum/backend,data; app/services/caps_validator.py; docs/launch_scope.md,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,130
TODO-132,250,"6. AI, LLM Safety, and Lesson Generation",6.3 CAPS alignment,,critical,Add validators ensuring generated content references a valid CAPS topic.,Partial,ai/curriculum/backend,app/services/caps_validator.py; tests,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,130
TODO-133,251,"6. AI, LLM Safety, and Lesson Generation",6.3 CAPS alignment,,high,Add curriculum coverage dashboards.,Partial,frontend,app/frontend/src; app/api_v2_routers,"Related file(s) exist, but requested capability was not evident/complete.",PR-006 AI/CAPS/diagnostics safety,100
TODO-134,252,"6. AI, LLM Safety, and Lesson Generation",6.3 CAPS alignment,,high,"Detect topics without lessons, diagnostics, practice questions, or quality-reviewed content.",Missing,ai/curriculum/backend,.pre-commit-config.yaml; CHANGELOG.md; CODE_OF_CONDUCT.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; README.md; RoadMap.md; app/api_v2.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-006 AI/CAPS/diagnostics safety,95
TODO-135,253,"6. AI, LLM Safety, and Lesson Generation",6.3 CAPS alignment,,medium,Add teacher-facing CAPS coverage export.,Missing,compliance/backend,.env.example; CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; pytest.ini; README.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-006 AI/CAPS/diagnostics safety,65
TODO-136,254,"6. AI, LLM Safety, and Lesson Generation",6.3 CAPS alignment,,medium,Add alignment confidence score per lesson.,Partial,ai/curriculum/backend,app/services/caps_validator.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,70
TODO-137,255,"6. AI, LLM Safety, and Lesson Generation",6.3 CAPS alignment,,medium,Version curriculum maps.,Missing,ai/curriculum/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; docker-compose.prod.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; SECURITY.md; .github/dependabot.yml,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-006 AI/CAPS/diagnostics safety,65
TODO-138,259,"6. AI, LLM Safety, and Lesson Generation",6.4 AI mission differentiation,,high,"Add “explain it my way” lesson variants: visual, story-based, step-by-step, exam-style, real-world South African examples, and multilingual support.",Partial,ai/curriculum/backend,app/modules/lessons; app/frontend/src,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,100
TODO-139,260,"6. AI, LLM Safety, and Lesson Generation",6.4 AI mission differentiation,,high,"Add adaptive remediation: detect misconception, choose explanation strategy, generate targeted practice, re-assess.",Human-decision,ai/curriculum/backend,.env.example; .pre-commit-config.yaml; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; README.md; RoadMap.md; setup_redmine_repo.sh,Requires product/legal/business/education decision or empirical validation before implementation.,PR-006 AI/CAPS/diagnostics safety,55
TODO-140,261,"6. AI, LLM Safety, and Lesson Generation",6.4 AI mission differentiation,,medium,"Add parent explanation mode: what the learner struggled with, how to help at home, and what to practice next.",Partial,ai/curriculum/backend,app/services/parent_report_service_v2.py; app/frontend/src/components/eduboost/ParentDashboard.tsx,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,70
TODO-141,262,"6. AI, LLM Safety, and Lesson Generation",6.4 AI mission differentiation,,medium,"Add teacher insight mode: class misconceptions, intervention groups, topic heatmaps.",Partial,ai/curriculum/backend,app/frontend/src,"Related file(s) exist, but requested capability was not evident/complete.",PR-006 AI/CAPS/diagnostics safety,70
TODO-142,263,"6. AI, LLM Safety, and Lesson Generation",6.4 AI mission differentiation,,medium,"Add low-bandwidth AI mode with pre-generated lessons, compressed payloads, and offline-friendly assets.",Partial,ai/curriculum/backend,app/frontend/src/lib/api/offlineSync.ts; app/frontend/src/components/ServiceWorkerRegistration.tsx,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,70
TODO-143,264,"6. AI, LLM Safety, and Lesson Generation",6.4 AI mission differentiation,,research,Investigate retrieval-augmented generation using only approved CAPS-aligned content.,Human-decision,ai/curriculum/backend,CHANGELOG.md; CODE_OF_CONDUCT.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; README.md; RoadMap.md; app/api_v2.py,Requires product/legal/business/education decision or empirical validation before implementation.,PR-006 AI/CAPS/diagnostics safety,-5
TODO-144,265,"6. AI, LLM Safety, and Lesson Generation",6.4 AI mission differentiation,,research,Investigate local/smaller models for cost and privacy-sensitive workloads.,Human-decision,compliance/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; README.md; alembic/env.py,Requires product/legal/business/education decision or empirical validation before implementation.,PR-006 AI/CAPS/diagnostics safety,-5
TODO-145,273,"7. Diagnostics, Assessment, and Learning Science",7.1 IRT diagnostic engine,,critical,"Define diagnostic item schema: item ID, subject, grade, topic, skill, difficulty, discrimination, correct answer, distractors, explanation, and CAPS reference.",Partial,ai/curriculum/backend,app/modules/diagnostics; alembic/versions/0007_caps_irt_item_bank.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,130
TODO-146,274,"7. Diagnostics, Assessment, and Learning Science",7.1 IRT diagnostic engine,,critical,"Validate IRT parameters for difficulty bounds, discrimination bounds, probability output, overflow, and invalid input.",Partial,devops,app/modules/diagnostics/irt_engine.py; tests,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,130
TODO-147,275,"7. Diagnostics, Assessment, and Learning Science",7.1 IRT diagnostic engine,,critical,"Add tests for probability of correctness, Fisher information, ability update, edge responses, empty responses, all-correct, and all-incorrect.",Partial,devops,app/modules/diagnostics/irt_engine.py; tests,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,130
TODO-148,276,"7. Diagnostics, Assessment, and Learning Science",7.1 IRT diagnostic engine,,high,Add item calibration workflow.,Partial,devops,scripts/seed_irt_items.py; scripts/seed_item_bank.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,100
TODO-149,277,"7. Diagnostics, Assessment, and Learning Science",7.1 IRT diagnostic engine,,high,Add item exposure limits so learners do not repeatedly see the same questions.,Partial,devops,app/modules/diagnostics,"Related file(s) exist, but requested capability was not evident/complete.",PR-006 AI/CAPS/diagnostics safety,100
TODO-150,278,"7. Diagnostics, Assessment, and Learning Science",7.1 IRT diagnostic engine,,high,Add diagnostic session recovery after disconnect.,Partial,devops,app/modules/diagnostics; app/api_v2_routers/diagnostics.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,100
TODO-151,279,"7. Diagnostics, Assessment, and Learning Science",7.1 IRT diagnostic engine,,medium,Add confidence intervals for ability estimates.,Partial,devops,app/modules/diagnostics,"Related file(s) exist, but requested capability was not evident/complete.",PR-006 AI/CAPS/diagnostics safety,70
TODO-152,280,"7. Diagnostics, Assessment, and Learning Science",7.1 IRT diagnostic engine,,medium,"Add item bias review across language, region, and socioeconomic context.",Missing,devops,CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; docker-compose.prod.yml; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; RoadMap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-006 AI/CAPS/diagnostics safety,65
TODO-153,284,"7. Diagnostics, Assessment, and Learning Science",7.2 Assessment content,,critical,Build minimum viable item bank for each supported launch grade/subject.,Partial,devops,alembic/versions/0005_seed_irt_items.py; alembic/versions/0007_caps_irt_item_bank.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,130
TODO-154,285,"7. Diagnostics, Assessment, and Learning Science",7.2 Assessment content,,critical,"Add item review status: draft, AI-generated, human-reviewed, approved, retired.",Partial,ai/curriculum/backend,app/models; app/domain/schemas.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,130
TODO-155,286,"7. Diagnostics, Assessment, and Learning Science",7.2 Assessment content,,high,Add distractor quality review and explanation quality review.,Partial,devops,app/modules/diagnostics; alembic/versions/0007_caps_irt_item_bank.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,100
TODO-156,287,"7. Diagnostics, Assessment, and Learning Science",7.2 Assessment content,,medium,Tag items by misconception.,Partial,devops,app/repositories; app/modules/diagnostics,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,70
TODO-157,288,"7. Diagnostics, Assessment, and Learning Science",7.2 Assessment content,,medium,Add adaptive practice generator based on diagnostic gaps.,Missing,devops,.env.example; CHANGELOG.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; app/api_v2.py; docker/inference_server.py; docs/AI_AGENT_SKILLS_MANIFEST.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-006 AI/CAPS/diagnostics safety,65
TODO-158,289,"7. Diagnostics, Assessment, and Learning Science",7.2 Assessment content,,medium,Add spaced repetition and retrieval practice.,Partial,devops,app/services/study_plan_service_v2.py,"Related file(s) exist, but requested capability was not evident/complete.",PR-006 AI/CAPS/diagnostics safety,70
TODO-159,293,"7. Diagnostics, Assessment, and Learning Science",7.3 Progress model,,critical,"Define mastery model combining diagnostic estimate, practice performance, recency, consistency, and confidence.",Partial,devops,app/api_v2_routers/learners.py; app/services/study_plan_service_v2.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,130
TODO-160,294,"7. Diagnostics, Assessment, and Learning Science",7.3 Progress model,,high,Add progress timelines per learner.,Partial,devops,app/frontend/src; app/api_v2_routers/learners.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,100
TODO-161,295,"7. Diagnostics, Assessment, and Learning Science",7.3 Progress model,,high,Add subject-level and topic-level mastery.,Partial,devops,app/api_v2_routers/learners.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,100
TODO-162,296,"7. Diagnostics, Assessment, and Learning Science",7.3 Progress model,,medium,"Add learning velocity, risk-of-falling-behind signal, and next-best-activity recommendation.",Missing,devops,CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; README.md; RoadMap.md; wsl_copilot.sh,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-006 AI/CAPS/diagnostics safety,65
TODO-163,297,"7. Diagnostics, Assessment, and Learning Science",7.3 Progress model,,research,Evaluate Bayesian Knowledge Tracing or Deep Knowledge Tracing once enough usage data exists.,Human-decision,devops,CODE_OF_CONDUCT.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; SECURITY.md; app/api_v2.py; docker/inference_server.py; docs/AI_AGENT_SKILLS_MANIFEST.md,Requires product/legal/business/education decision or empirical validation before implementation.,PR-006 AI/CAPS/diagnostics safety,-5
CONTENT-FACTORY-004,0,Content Factory,Registry-backed coverage,x,high,Replace hardcoded launch coverage targets with file-backed Content Factory coverage targets.,Verify,backend,docs/backlog/pr_cf_004_registry_backed_coverage.md; docs/release/content_factory_refreshed_status.md,Implemented locally; CI/staging/runtime evidence remains required.,PR-CF-004 Registry-backed coverage,100
CONTENT-FACTORY-005,Content Factory control plane foundation,content-factory,implemented-local,CI/staging/promotion proof pending
CONTENT-FACTORY-007,All-scope staging verification and readiness reports,content-factory,implemented-local,CI/staging/promotion proof pending
